#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession	Assembly Accession	Reference	FTP Path	Pubmed ID	Strain
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.22666	64.2	-	FSNF01	29	5216	5105	2016/12/14	2022/07/13	Scaffold	Wellcome Sanger Institute	SAMEA2071202	GCA_900139475.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/139/475/GCA_900139475.1_10625_5_3	-	88
Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA398137	398137	Terrabacteria group	Actinomycetota	4.91803	63.9	-	NQUY01	59	4865	4706	2017/11/29	2022/02/04	Contig	Shanghai Pulmonary Hospital, Tongji University School of Medicine	SAMN07501782	GCA_002802815.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/802/815/GCF_002802815.1_ASM280281v1	28959242	3
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.12662	64.2	-	FSDV01	25	5076	4961	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA1969436	GCA_900133855.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/133/855/GCA_900133855.1_10250_1_54	-	394
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.5596	63.9	-	FVLF01	33	5715	5535	2017/03/10	2022/02/04	Scaffold	Wellcome Sanger Institute	SAMEA2070713	GCA_900135605.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/135/605/GCA_900135605.1_10625_5_20	-	105
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.18189	64.2	-	FRZC01	22	5150	5035	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2071251	GCA_900130425.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/130/425/GCA_900130425.1_10625_5_78	-	163
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.03761	64.1	-	FVNX01	23	4988	4875	2017/03/10	2022/01/31	Scaffold	Wellcome Sanger Institute	SAMEA2071241	GCA_900136835.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/136/835/GCA_900136835.1_10625_5_42	-	127
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.03842	64.1	-	FSJM01	20	4984	4876	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2070308	GCA_900136805.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/136/805/GCA_900136805.1_10625_5_40	-	125
Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA398137	398137	Terrabacteria group	Actinomycetota	5.11173	64	-	NQUQ01	28	5024	4901	2017/11/29	2022/02/04	Contig	Shanghai Pulmonary Hospital, Tongji University School of Medicine	SAMN07501790	GCA_002802805.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/802/805/GCF_002802805.1_ASM280280v1	28959242	A395
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.23267	64	-	FSGT01	22	5201	5098	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2070167	GCA_900135365.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/135/365/GCA_900135365.1_10625_4_50	-	50
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.15545	64.1	-	FVBP01	21	5104	4993	2017/03/10	2022/02/04	Contig	Wellcome Sanger Institute	SAMEA2071282	GCA_900130495.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/130/495/GCA_900130495.1_10665_3_2	-	172
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.15524	64.1	-	FSAJ01	23	5114	4995	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2068679	GCA_900131395.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/131/395/GCA_900131395.1_10665_3_85	-	255
Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA656566	656566	Terrabacteria group	Actinomycetota	5.04497	64.1	-	JACLAQ01	76	4999	4682	2020/11/11	2021/11/13	Contig	National Microbiology Lab	SAMN15793080	GCA_015355655.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/355/655/GCA_015355655.1_ASM1535565v1	-	J_1801486
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.22725	64.1	-	FSJP01	24	5232	5126	2016/12/14	2022/01/31	Scaffold	Wellcome Sanger Institute	SAMEA2071245	GCA_900136865.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/136/865/GCA_900136865.1_10625_5_57	-	142
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.23886	64.1	-	FSDD01	31	5216	5101	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2071458	GCA_900133365.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/133/365/GCA_900133365.1_10250_1_42	-	382
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.27229	64.1	-	FSCA01	23	5280	5122	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2068953	GCA_900132585.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/132/585/GCA_900132585.1_10250_1_11	-	351
Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA398137	398137	Terrabacteria group	Actinomycetota	4.99273	64.2	-	NQQM01	37	4935	4817	2017/11/29	2022/02/04	Contig	Shanghai Pulmonary Hospital, Tongji University School of Medicine	SAMN07501901	GCA_002800235.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/800/235/GCF_002800235.1_ASM280023v1	28959242	A183
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.27034	64.1	-	FSAH01	26	5282	5129	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2071355	GCA_900131365.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/131/365/GCA_900131365.1_10665_3_83	-	253
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.26864	64.1	-	FVEA01	32	5290	5130	2017/03/10	2022/02/04	Contig	Wellcome Sanger Institute	SAMEA2070658	GCA_900131965.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/131/965/GCA_900131965.1_10665_4_41	-	296
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.07103	64.1	-	FSMK01	13	5004	4912	2016/12/14	2022/07/13	Contig	Wellcome Sanger Institute	SAMEA2142729	GCA_900139125.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/139/125/GCA_900139125.1_10465_1_59	-	656
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.16209	64.2	-	FSCV01	23	5119	5010	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2071453	GCA_900133225.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/133/225/GCA_900133225.1_10250_1_27	-	367
Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA398137	398137	Terrabacteria group	Actinomycetota	5.23247	64.2	-	NQRF01	37	5271	5161	2017/11/29	2022/02/04	Contig	Shanghai Pulmonary Hospital, Tongji University School of Medicine	SAMN07501882	GCA_002800495.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/800/495/GCF_002800495.1_ASM280049v1	28959242	A266
Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA398137	398137	Terrabacteria group	Actinomycetota	4.88087	64.2	-	NQRI01	30	4814	4694	2017/11/29	2022/02/04	Contig	Shanghai Pulmonary Hospital, Tongji University School of Medicine	SAMN07501879	GCA_002800555.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/800/555/GCF_002800555.1_ASM280055v1	28959242	A206
Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA398137	398137	Terrabacteria group	Actinomycetota	4.95606	64	-	NQTW01	30	4857	4729	2017/11/29	2022/02/04	Contig	Shanghai Pulmonary Hospital, Tongji University School of Medicine	SAMN07501811	GCA_002801355.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/801/355/GCF_002801355.1_ASM280135v1	28959242	3617
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.18524	64.1	-	FSNA01	26	5171	5033	2016/12/14	2022/07/13	Contig	Wellcome Sanger Institute	SAMEA2071136	GCA_900139395.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/139/395/GCA_900139395.1_10625_4_16	-	16
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.14047	64.1	-	FSED01	29	5082	4964	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2068974	GCA_900133985.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/133/985/GCA_900133985.1_10250_1_74	-	414
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.18054	64.2	-	FRZK01	30	5155	5038	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2070536	GCA_900130895.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/130/895/GCA_900130895.1_10665_3_42	-	212
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.24155	64.2	-	FRYS01	25	5213	5100	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2071250	GCA_900130395.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/130/395/GCA_900130395.1_10625_5_75	-	160
Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA398137	398137	Terrabacteria group	Actinomycetota	5.35824	63.9	-	NQUT01	30	5312	5190	2017/11/29	2022/02/04	Contig	Shanghai Pulmonary Hospital, Tongji University School of Medicine	SAMN07501787	GCA_002801645.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/801/645/GCF_002801645.1_ASM280164v1	28959242	3739
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.55881	63.9	-	FSHN01	33	5711	5532	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2070712	GCA_900135595.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/135/595/GCA_900135595.1_10625_5_17	-	102
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	4.91349	64.3	-	FVTI01	21	4834	4721	2017/03/10	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2069153	GCA_900138935.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/138/935/GCA_900138935.1_10208_3_61	-	486
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.19027	64.3	-	FWDC01	25	5149	5022	2017/03/16	2022/02/04	Contig	Wellcome Sanger Institute	SAMEA2144043	GCA_900141145.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/141/145/GCA_900141145.1_10702_1_78	-	690
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.27009	64.1	-	FVFH01	29	5261	5129	2017/03/10	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2068812	GCA_900132435.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/132/435/GCA_900132435.1_10665_4_75	-	330
Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA398137	398137	Terrabacteria group	Actinomycetota	5.18755	64.2	-	NQRC01	34	5187	5083	2017/11/29	2022/02/04	Contig	Shanghai Pulmonary Hospital, Tongji University School of Medicine	SAMN07501885	GCA_002800465.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/800/465/GCF_002800465.1_ASM280046v1	28959242	A312
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.25507	64.1	-	FSAK01	24	5282	5127	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA1973540	GCA_900131415.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/131/415/GCA_900131415.1_10665_4_3	-	258
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.07515	64.1	-	FVWV01	19	5016	4908	2017/03/10	2022/02/04	Scaffold	Wellcome Sanger Institute	SAMEA2160050	GCA_900140605.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/140/605/GCA_900140605.1_10702_1_24	-	597
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	4.83215	64.2	-	FSPE01	19	4734	4631	2016/12/14	2022/07/15	Contig	Wellcome Sanger Institute	SAMEA2147770	GCA_900140695.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/140/695/GCA_900140695.1_10702_1_35	-	613
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.26971	64.1	-	FRYQ01	28	5282	5129	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2070431	GCA_900130655.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/130/655/GCA_900130655.1_10665_3_18	-	188
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.2695	64.1	-	FRZV01	30	5288	5129	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2071300	GCA_900131175.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/131/175/GCA_900131175.1_10665_3_62	-	232
Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA398137	398137	Terrabacteria group	Actinomycetota	5.2317	64.2	-	NQRH01	45	5232	5117	2017/11/29	2022/02/04	Contig	Shanghai Pulmonary Hospital, Tongji University School of Medicine	SAMN07501880	GCA_002800545.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/800/545/GCF_002800545.1_ASM280054v1	28959242	A243
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	4.77981	64.2	-	FSPW01	22	4687	4592	2016/12/14	2022/07/15	Contig	Wellcome Sanger Institute	SAMEA2149033	GCA_900141025.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/141/025/GCA_900141025.1_10702_1_69	-	672
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.19228	64.1	-	FSNQ01	16	5201	5054	2016/12/14	2022/07/15	Scaffold	Wellcome Sanger Institute	SAMEA2149268	GCA_900139805.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/139/805/GCA_900139805.1_10660_1_25	-	643
Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA398137	398137	Terrabacteria group	Actinomycetota	5.27996	64.1	-	NQRQ01	33	5260	5157	2017/11/29	2022/02/04	Contig	Shanghai Pulmonary Hospital, Tongji University School of Medicine	SAMN07501871	GCA_002802145.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/802/145/GCF_002802145.1_ASM280214v1	28959242	A58
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.21363	64	-	FSFY01	14	5187	5084	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2071547	GCA_900135085.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/135/085/GCA_900135085.1_10250_1_84	-	424
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.18215	64	-	FSGW01	30	5133	5017	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2070286	GCA_900135395.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/135/395/GCA_900135395.1_10625_4_56	-	56
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.23426	64	-	FSGS01	27	5206	5095	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2071190	GCA_900135355.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/135/355/GCA_900135355.1_10625_4_49	-	49
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.18074	64	-	FSGU01	25	5131	5016	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2070697	GCA_900135375.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/135/375/GCA_900135375.1_10625_4_54	-	54
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.23155	64	-	FVIT01	26	5205	5094	2017/03/10	2022/02/04	Scaffold	Wellcome Sanger Institute	SAMEA2071191	GCA_900134085.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/134/085/GCA_900134085.1_10625_4_52	-	52
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.23177	64	-	FSGR01	26	5201	5094	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2071189	GCA_900135325.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/135/325/GCA_900135325.1_10625_4_46	-	46
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.17398	64	-	FSML01	21	5138	5040	2016/12/14	2022/07/13	Contig	Wellcome Sanger Institute	SAMEA2142402	GCA_900139185.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/139/185/GCA_900139185.1_10465_1_61	-	662
Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA669041	669041	Terrabacteria group	Actinomycetota	5.02138	64.1	-	JADWWX01	39	4975	4670	2021/03/05	2022/02/04	Contig	Pittsburgh Bacteriophage Institute	SAMN16839143	GCA_017174975.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/174/975/GCA_017174975.1_ASM1717497v1	-	GD14
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	4.85197	64.3	-	FSCQ01	17	4754	4635	2016/12/14	2022/01/31	Scaffold	Wellcome Sanger Institute	SAMEA2275643	GCA_900133125.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/133/125/GCA_900133125.1_12082_5_53	-	921
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	4.83253	64.2	-	FVVE01	22	4734	4634	2017/03/10	2022/01/31	Scaffold	Wellcome Sanger Institute	SAMEA2147818	GCA_900139885.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/139/885/GCA_900139885.1_10660_1_33	-	605
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.08319	64.1	-	FVWO01	26	5033	4924	2017/03/10	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2155144	GCA_900140595.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/140/595/GCA_900140595.1_10702_1_23	-	596
Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA669041	669041	Terrabacteria group	Actinomycetota	5.06673	64.1	-	JADLKU01	39	5017	4713	2021/03/05	2022/02/04	Contig	Pittsburgh Bacteriophage Institute	SAMN16581376	GCA_017176615.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/176/615/GCA_017176615.1_ASM1717661v1	-	GD27
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.17815	64.1	-	FSIJ01	18	5153	5041	2016/12/14	2022/01/31	Scaffold	Wellcome Sanger Institute	SAMEA2275722	GCA_900136115.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/136/115/GCA_900136115.1_12163_1_70	-	996
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.30361	64.1	-	FVPQ01	13	5332	5216	2017/03/10	2022/02/04	Scaffold	Wellcome Sanger Institute	SAMEA2275760	GCA_900137865.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/137/865/GCA_900137865.1_12163_2_7	-	1034
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.0964	64.2	-	FSOH01	17	5064	4963	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2156724	GCA_900140195.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/140/195/GCA_900140195.1_10665_2_72	-	530
Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA398137	398137	Terrabacteria group	Actinomycetota	5.25952	64.2	-	NQRX01	49	5294	5182	2017/11/29	2022/02/04	Contig	Shanghai Pulmonary Hospital, Tongji University School of Medicine	SAMN07501863	GCA_002800705.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/800/705/GCF_002800705.1_ASM280070v1	28959242	2022
Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA398137	398137	Terrabacteria group	Actinomycetota	5.22614	64.2	-	NQRR01	34	5227	5126	2017/11/29	2022/02/04	Contig	Shanghai Pulmonary Hospital, Tongji University School of Medicine	SAMN07501870	GCA_002800625.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/800/625/GCF_002800625.1_ASM280062v1	28959242	A51
Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA398137	398137	Terrabacteria group	Actinomycetota	4.9268	64	-	NQTX01	28	4846	4722	2017/11/29	2022/02/04	Contig	Shanghai Pulmonary Hospital, Tongji University School of Medicine	SAMN07501810	GCA_002801325.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/801/325/GCF_002801325.1_ASM280132v1	28959242	205
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	4.88644	64.3	-	FVYS01	58	4831	4728	2017/03/10	2022/02/04	Scaffold	Wellcome Sanger Institute	SAMEA2275888	GCA_900141595.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/141/595/GCA_900141595.1_12082_5_96	-	1162
Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA669041	669041	Terrabacteria group	Actinomycetota	5.14322	64	-	JADLKW01	56	5048	4756	2021/03/05	2022/02/04	Contig	Pittsburgh Bacteriophage Institute	SAMN16581378	GCA_017176575.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/176/575/GCA_017176575.1_ASM1717657v1	-	GD33
Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA669041	669041	Terrabacteria group	Actinomycetota	5.08364	64.1	-	JADWXG01	40	5026	4730	2021/03/05	2022/02/04	Contig	Pittsburgh Bacteriophage Institute	SAMN16839152	GCA_017176255.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/176/255/GCA_017176255.1_ASM1717625v1	-	GD47
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.0753	64.1	-	FSMJ01	21	5014	4915	2016/12/14	2022/07/15	Contig	Wellcome Sanger Institute	SAMEA2154643	GCA_900139135.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/139/135/GCA_900139135.1_10465_1_58	-	653
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.07061	64	-	FVWP01	24	5065	4927	2017/03/10	2022/02/04	Scaffold	Wellcome Sanger Institute	SAMEA1973430	GCA_900140575.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/140/575/GCA_900140575.1_10702_1_22	-	595
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.18074	64.2	-	FVFD01	31	5156	5035	2017/03/10	2022/02/04	Contig	Wellcome Sanger Institute	SAMEA2071440	GCA_900132415.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/132/415/GCA_900132415.1_10665_4_73	-	328
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.12699	64.2	-	FVWQ01	34	5113	4988	2017/03/10	2022/02/04	Scaffold	Wellcome Sanger Institute	SAMEA2143970	GCA_900140455.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/140/455/GCA_900140455.1_10702_1_15	-	584
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.23046	64.2	-	FSGE01	32	5201	5091	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2070158	GCA_900135125.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/135/125/GCA_900135125.1_10625_4_23	-	23
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.28269	64	-	FSQE01	30	5304	5159	2016/12/14	2022/07/15	Scaffold	Wellcome Sanger Institute	SAMEA2152244	GCA_900141205.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/141/205/GCA_900141205.1_10702_1_83	-	696
